mean_DP
41.75829763987284
42.06297993320268
41.78001764723378
43.5957878639127
41.303939075052526
42.51994884535614
40.58948344234434
40.78498246117042
41.13787003629578
40.35370974205771
40.06381044997228
39.833366517999366
42.09385034224338
40.444384739387424
39.6028403186699
41.13939796370075
38.79485748423916
41.0654655425514
35.223033398427724
40.73127744049745
57.27234025078027
35.67900445640293
